"","x","x_2","lsoa11cd","lsoa11nm","local_authority_district_name_2019","total_stop_searches","political_control","index_of_multiple_deprivation_imd_decile","log_total_stop_searches","crime_score"
"4227",4227,4227,"E01004460","Waltham Forest 011D","Waltham Forest",339,"Labour","3",2.53019969820308,0.6
"4228",4228,4228,"E01004461","Waltham Forest 014E","Waltham Forest",62,"Labour","6",1.79239168949825,-0.4
"4229",4229,4229,"E01004462","Waltham Forest 011E","Waltham Forest",113,"Labour","4",2.05307844348342,0.4
"4230",4230,4230,"E01004463","Waltham Forest 012E","Waltham Forest",77,"Labour","6",1.88649072517248,0.1
"4231",4231,4231,"E01004464","Waltham Forest 013C","Waltham Forest",51,"Labour","2",1.70757017609794,0.8
"4232",4232,4232,"E01004465","Waltham Forest 015B","Waltham Forest",7,"Labour","5",0.845098040014257,-0.2
"4233",4233,4233,"E01004466","Waltham Forest 015C","Waltham Forest",21,"Labour","6",1.32221929473392,0
"4234",4234,4234,"E01004467","Waltham Forest 015D","Waltham Forest",16,"Labour","3",1.20411998265592,-0.1
"4235",4235,4235,"E01004468","Waltham Forest 015E","Waltham Forest",10,"Labour","5",1,0.4
"4236",4236,4236,"E01004469","Waltham Forest 013D","Waltham Forest",26,"Labour","2",1.41497334797082,0.4
"4237",4237,4237,"E01004470","Waltham Forest 013E","Waltham Forest",80,"Labour","2",1.90308998699194,1
"4238",4238,4238,"E01004471","Waltham Forest 013F","Waltham Forest",26,"Labour","3",1.41497334797082,0.6
"4239",4239,4239,"E01004472","Wandsworth 021A","Wandsworth",7,"Conservative","8",0.845098040014257,0.7
"4240",4240,4240,"E01004473","Wandsworth 026A","Wandsworth",48,"Conservative","7",1.68124123737559,0.2
"4241",4241,4241,"E01004474","Wandsworth 021B","Wandsworth",22,"Conservative","6",1.34242268082221,0.6
"4242",4242,4242,"E01004475","Wandsworth 026B","Wandsworth",1,"Conservative","6",0,0.6
"4243",4243,4243,"E01004476","Wandsworth 021C","Wandsworth",27,"Conservative","7",1.43136376415899,0.2
"4244",4244,4244,"E01004477","Wandsworth 017A","Wandsworth",19,"Conservative","10 (least deprived)",1.27875360095283,0
"4245",4245,4245,"E01004478","Wandsworth 017B","Wandsworth",4,"Conservative","10 (least deprived)",0.602059991327962,-0.6
"4246",4246,4246,"E01004480","Wandsworth 026C","Wandsworth",1,"Conservative","9",0,0
"4247",4247,4247,"E01004481","Wandsworth 029A","Wandsworth",22,"Conservative","6",1.34242268082221,0.3
"4248",4248,4248,"E01004482","Wandsworth 030A","Wandsworth",33,"Conservative","6",1.51851393987789,0.4
"4249",4249,4249,"E01004483","Wandsworth 026D","Wandsworth",30,"Conservative","7",1.47712125471966,0.2
"4250",4250,4250,"E01004484","Wandsworth 026E","Wandsworth",11,"Conservative","5",1.04139268515823,0.7
"4251",4251,4251,"E01004485","Wandsworth 030B","Wandsworth",5,"Conservative","6",0.698970004336019,0.1
"4252",4252,4252,"E01004486","Wandsworth 026F","Wandsworth",22,"Conservative","6",1.34242268082221,0.5
"4253",4253,4253,"E01004487","Wandsworth 030C","Wandsworth",5,"Conservative","5",0.698970004336019,0.2
"4254",4254,4254,"E01004488","Wandsworth 029B","Wandsworth",4,"Conservative","6",0.602059991327962,0
"4255",4255,4255,"E01004489","Wandsworth 030D","Wandsworth",15,"Conservative","3",1.17609125905568,0.4
"4256",4256,4256,"E01004490","Wandsworth 031A","Wandsworth",4,"Conservative","9",0.602059991327962,0
"4257",4257,4257,"E01004491","Wandsworth 031B","Wandsworth",14,"Conservative","7",1.14612803567824,-1
"4258",4258,4258,"E01004492","Wandsworth 031C","Wandsworth",28,"Conservative","6",1.44715803134222,-0.2
"4259",4259,4259,"E01004493","Wandsworth 019A","Wandsworth",27,"Conservative","7",1.43136376415899,0.1
"4260",4260,4260,"E01004494","Wandsworth 018A","Wandsworth",19,"Conservative","5",1.27875360095283,0.2
"4261",4261,4261,"E01004495","Wandsworth 024A","Wandsworth",33,"Conservative","4",1.51851393987789,0.2
"4262",4262,4262,"E01004496","Wandsworth 024B","Wandsworth",34,"Conservative","7",1.53147891704226,0
"4263",4263,4263,"E01004497","Wandsworth 024C","Wandsworth",12,"Conservative","6",1.07918124604762,-0.6
"4264",4264,4264,"E01004498","Wandsworth 031D","Wandsworth",9,"Conservative","8",0.954242509439325,-0.2
"4265",4265,4265,"E01004499","Wandsworth 020A","Wandsworth",45,"Conservative","7",1.65321251377534,0
"4266",4266,4266,"E01004500","Wandsworth 014A","Wandsworth",10,"Conservative","8",1,-1
"4267",4267,4267,"E01004501","Wandsworth 014B","Wandsworth",12,"Conservative","5",1.07918124604762,-0.2
"4268",4268,4268,"E01004502","Wandsworth 020B","Wandsworth",5,"Conservative","8",0.698970004336019,0.3
"4269",4269,4269,"E01004503","Wandsworth 014C","Wandsworth",8,"Conservative","5",0.903089986991944,-0.3
"4270",4270,4270,"E01004504","Wandsworth 020C","Wandsworth",5,"Conservative","8",0.698970004336019,-0.3
"4271",4271,4271,"E01004505","Wandsworth 014D","Wandsworth",6,"Conservative","9",0.778151250383644,-0.7
"4272",4272,4272,"E01004506","Wandsworth 011A","Wandsworth",5,"Conservative","8",0.698970004336019,-0.1
"4273",4273,4273,"E01004507","Wandsworth 014E","Wandsworth",11,"Conservative","8",1.04139268515823,-0.7
"4274",4274,4274,"E01004508","Wandsworth 012A","Wandsworth",5,"Conservative","8",0.698970004336019,-0.4
"4275",4275,4275,"E01004509","Wandsworth 010A","Wandsworth",103,"Conservative","6",2.01283722470517,0.8
"4276",4276,4276,"E01004510","Wandsworth 012B","Wandsworth",8,"Conservative","8",0.903089986991944,0.1
"4277",4277,4277,"E01004511","Wandsworth 010B","Wandsworth",3,"Conservative","9",0.477121254719662,0.1
"4278",4278,4278,"E01004512","Wandsworth 019B","Wandsworth",9,"Conservative","7",0.954242509439325,0.3
"4279",4279,4279,"E01004513","Wandsworth 018B","Wandsworth",9,"Conservative","5",0.954242509439325,0.4
"4280",4280,4280,"E01004514","Wandsworth 012C","Wandsworth",88,"Conservative","8",1.94448267215017,-0.1
"4281",4281,4281,"E01004515","Wandsworth 012D","Wandsworth",11,"Conservative","6",1.04139268515823,0.2
"4282",4282,4282,"E01004516","Wandsworth 036A","Wandsworth",10,"Conservative","7",1,0
"4283",4283,4283,"E01004517","Wandsworth 037A","Wandsworth",13,"Conservative","6",1.11394335230684,0
"4284",4284,4284,"E01004519","Wandsworth 036C","Wandsworth",6,"Conservative","6",0.778151250383644,0.2
"4285",4285,4285,"E01004520","Wandsworth 036D","Wandsworth",3,"Conservative","6",0.477121254719662,-0.2
"4286",4286,4286,"E01004521","Wandsworth 037B","Wandsworth",8,"Conservative","6",0.903089986991944,-0.2
"4287",4287,4287,"E01004522","Wandsworth 037C","Wandsworth",19,"Conservative","5",1.27875360095283,-0.1
"4288",4288,4288,"E01004523","Wandsworth 036E","Wandsworth",17,"Conservative","5",1.23044892137827,0.3
"4289",4289,4289,"E01004524","Wandsworth 037D","Wandsworth",42,"Conservative","2",1.6232492903979,-0.1
"4290",4290,4290,"E01004525","Wandsworth 035A","Wandsworth",226,"Conservative","4",2.3541084391474,1
